,name,description,image,url,offers/price,store
0,The Torsa Kurta Set - White,"name: The Torsa Kurta Set - White, brand/slogan: Nicobar, description: 
The Torsa Kurta Set brings together the Torsa Kurta and Numa Pants in crisp white, designed as an effortless summer pairing.

The kurta is crafted in organic cotton voile with white on white chikankari and mukaish dots on the yoke for delicate texture.

The pants balance the look with airy cotton voile, finished with a blue striped selvedge detail along the side seam.

Completed with subtle red accents and clean craftsmanship, this set blends lightness, ease, and craft in cotton and threadwork.
",https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_354a26f8-0fd3-493e-8c35-f41d10ae9b98.jpg?v=1770280013,https://www.nicobar.com/products/the-torsa-kurta-set-white,12000.0,Nicobar
1,The Rin Top Set - Grey & White Stripes,"name: The Rin Top Set - Grey & White Stripes, brand/slogan: Nicobar, description: 
The Rin Top Set pairs the Rin Top with Costa Pants in soft grey and white stripes, clean, crisp, and easy to wear together.

The top is crafted in lyocell linen stripes, finished with an ice blue flower applique placed on the front panel.

The striped pants carry the same graphic rhythm, completed with a grey shell button at the waistband for subtle structure.

Together, the set balances cool tones, breathable texture, and a single crafted accent.
",https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_9409e013-47fd-44d5-a8a0-7b9e40164c49.jpg?v=1770634650,https://www.nicobar.com/products/the-rin-top-set-grey-white-stripes,9500.0,Nicobar
2,The Giri Kurta Set - Blue & White,"name: The Giri Kurta Set - Blue & White, brand/slogan: Nicobar, description: 
The Giri Kurta Set pairs the Giri Kurta with the Aven Pants in riverside blues, a fresh coordinated look for warm days.

The kurta features windowpane checks with a chikankari jaali heart on the sleeve and contrast piping at the neckline.

The linen pants arrive in a garment dyed riverside blue, finished with an extended waistband and a button stitched in red thread.

Together, the set balances crisp pattern, breathable fabric, and small signature details.
",https://cdn.shopify.com/s/files/1/0270/5129/4854/files/5_bb8366b5-baf6-43eb-a86d-c18469789a29.jpg?v=1771309738,https://www.nicobar.com/products/the-giri-kurta-set-blue-white,10500.0,Nicobar
3,The Rann Shirt Set - Grey & White Stripes,"name: The Rann Shirt Set - Grey & White Stripes, brand/slogan: Nicobar, description: 
The Rann Shirt Set brings together the Rann Shirt and Costa Pants in matching grey and white stripes for a clean, graphic statement.

The shirt is crafted in yarn dyed cotton stripes with a red heart block print placed at the back corner as a bold accent.

The pants continue the striped rhythm, finished with a grey shell button at the waistband for subtle polish.

This set is sharp, simple, and designed with just enough contrast to stand out.
",https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_ad5e9a9e-fdc2-4793-aa6c-f12ddca25f7f.jpg?v=1770279968,https://www.nicobar.com/products/the-rann-shirt-set-grey-white-stripes,8250.0,Nicobar
4,The Calicut Kurta Set - White,"name: The Calicut Kurta Set - White, brand/slogan: Nicobar, description: 
The Calicut Kurta Set brings together the Calicut Kurta and Numa Pants in crisp white, elevated through small crafted accents.

The kurta features white on white chikankari, a moon patch in red checks, smocking on the cap sleeves, and a high low hem with charcoal check piping.

The pants are cut in organic cotton voile, finished with a blue striped selvedge running along the side seam.

Clean, light, and detailed up close, this set balances contrast and summer ease.
",https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_07b75941-75de-4db2-9fd8-6aac7d146cc1.jpg?v=1770634774,https://www.nicobar.com/products/the-calicut-kurta-set-white,13500.0,Nicobar
5,The Dhauli Kurta Set - Grey & White Checks,"name: The Dhauli Kurta Set - Grey & White Checks, brand/slogan: Nicobar, description: 
The Dhauli Kurta Set brings together the Dhauli Kurta and Yoka Trousers in bold charcoal and white checks for a striking coordinated look.

The kurta features all over floral embroidery with red pleating at the back collar and slit sleeves as a modern twist.

The trousers continue the gingham base with bias check patch pockets and a light green heart embroidery at the pocket corner.

Finished with contrast, craft, and clean structure, this set feels sharp yet effortless.
",https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_bf320349-ea98-4741-b2ae-13af53d55f5b.jpg?v=1770279838,https://www.nicobar.com/products/the-dhauli-kurta-set-grey-white-checks,14250.0,Nicobar
6,The Meadow Kurta Set - Ivory,"name: The Meadow Kurta Set - Ivory, brand/slogan: Nicobar, description: 
The Meadow Kurta Set pairs the Meadow Kurta with Breeze Pants in soft ivory tones, rich in embroidery and texture.

The kurta is crafted in cotton silk chanderi with all over aari dots and orange chinar leaf embroidery scattered like reflections on water.

The cotton kora pants add a grounded finish, detailed with red boondi dots on the upper panel and a fish motif at the hem.

This set blends luminous fabric, intricate threadwork, and an easy summer palette.
",https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_1ffa5b7b-9bf1-4e4f-a643-db0810326b7a.jpg?v=1770790449,https://www.nicobar.com/products/the-meadow-kurta-set-ivory,14500.0,Nicobar
7,The Imke Kurta Set - Multicolour,"name: The Imke Kurta Set - Multicolour, brand/slogan: Nicobar, description: 
The Imke Kurta Set brings together the Imke Kurta and Classic Pyjamas in multicolour prints designed for playful comfort.

Inspired by Kashmiri kani shawls, the kurta’s heart and bird motifs are woven into running stripes, finished with a moon patch in diagonal stripes.

The pyjamas echo the same kani inspired stripe rhythm in airy organic cotton voile with an elasticated back waistband.

Together, the set is light, joyful, and full of movement in print and colour.
",https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_05f976fe-aef8-440f-9392-98624ff7bff8.jpg?v=1770634860,https://www.nicobar.com/products/the-imke-kurta-set-multicolour,10500.0,Nicobar
8,The Kohima Kaftan Set - Multicolour,"name: The Kohima Kaftan Set - Multicolour, brand/slogan: Nicobar, description: 
The Kohima Kaftan Set pairs the Kohima Kaftan with Numa Pants in crisp whites, designed as an easy summer set with print and detail in balance. 

The kaftan is crafted in organic cotton voile with a placement print of birds and blooming flowers, like a river garden in full colour. 

The pants keep things clean and breathable, finished with a blue striped selvedge running along the side seam as a subtle accent. 

Together, the set blends airy voile comfort, crafted finishing, and a sense of escape in print and texture.
",https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_b1c8e265-7280-4044-a04b-fd21f00a9d47.jpg?v=1770279528,https://www.nicobar.com/products/the-kohima-kaftan-set-multicolour,10000.0,Nicobar
9,The Kiva Set - White & Red Printed,"name: The Kiva Set - White & Red Printed, brand/slogan: Nicobar, description: 
The Kiva Top Set pairs the Kiva Top with the Billow Skirt in white and red prints, full of summer bloom and texture.

The top features red gulmohar flowers with an ice blue heart centre, finished with frayed edges and a red heart embroidery at the hem corner.

The skirt continues the gulmohar print with a paperbag waistband and a charcoal gingham side drawstring for a cool twist.

Together, the set blends florals, craft, and an easy statement silhouette.
",https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_076bb9e5-9d32-4a72-b632-0233104b48ec.jpg?v=1770279488,https://www.nicobar.com/products/the-kiva-top-set-white-red-printed,8750.0,Nicobar
