id,title,description,price,images__0__src,images__1__src,handle
7454817026182,The Ayat Kurta Set - Green & Fuchsia Printed,"title: The Ayat Kurta Set - Green & Fuchsia Printed product_type: shop-bundle body_html: <ul>
<li>Crafted for both quiet mornings and lively evenings, this set brings together soft florals and a relaxed silhouette for a look that’s thoughtful yet dressy.
</li>
<li>The Ayat Kurta is celebratory, patterned with delicate vintage pink florals on a fresh green base. Lightweight and breathable, it’s crafted for effortless comfort in both movement and mood.
</li>
<li>The Novel Narrow Pants feature a soft green base adorned with delicate pink vintage floral prints—bringing a hint of nostalgia to everyday dressing. Crafted in lightweight 100% organic cotton voile.</li>
</ul>",12100.0,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_aba9ba9f-3f35-4a0a-9a1b-a8c6defbc6f1.jpg?v=1757068727,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/2_dbeecf38-bb84-4157-8a33-be08fdd87102.jpg?v=1757068727,the-ayat-kurta-set-green-fuchsia-printed
7430155632774,The Savera Set - Ivory Embroidered,"title: The Savera Set - Ivory Embroidered product_type: shop-bundle body_html: <ul>
<li>An all-white pairing with tonal embroidery and easy movement—festive without trying too hard in this 3 piece set.</li>
<li>The Fit &amp; Flare Angrakha is crafted in breathable cotton kora with all-over floral embroidery, a flared silhouette, and criss-cross detailing at the back.</li>
<li>The Classic Pyjamas are made in 100% cotton with tone-on-tone floral embroidery, cut for comfort in an effortlessly breezy fit.</li>
<li>The Dupatta completes the whole look and gives a serene finish to your look.Crafted in 100% cotton kora, it’s embroidered all over with ivory floral threadwork, finished with delicate sequin highlights that catch the light just so.</li>
</ul>",20250.0,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/NBI045907_6_f03f0f36-6849-4e67-864b-e3e603ba505a.jpg?v=1754980377,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_6204c67d-ed70-4a14-be99-0b069b7604a8.jpg?v=1754980377,the-savera-set-ivory-embroidered
7430155567238,The Firefly Set - Silver,"title: The Firefly Set - Silver product_type: shop-bundle body_html: <ul>
<li>A featherlight metallic coord that shimmers with every step—made to move, glow, and layer with ease.
</li>
<li>The Firefly Shirt is crafted in silver tissue with contrast-stitched seams, a free-size fit, and a checkered bird embroidered at the back in watermelon thread and rainbow sequins.
</li>
<li>The Charisma Pants are full-length with a straight cut in matching tissue, finished with an embroidered anar motif, a shell button, and red bead at the hem.</li>
</ul>",18150.0,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_2e1b2981-f062-4c2d-9216-03d29ab3bac4.jpg?v=1752578500,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/2_8c1d5c04-d54a-4274-9f8d-fa7e178ab002.jpg?v=1752578500,the-firefly-set-silver
7394003746950,Tropics Decor Set,"title: Tropics Decor Set product_type: shop-bundle body_html: <ul>
<li>Bring the island indoors with the Tropics Decor Set, where sculptural Banana Leaf Accents (Set of 2) meet the rippled charm of the Nadi Vase.</li>
<li>Cast in iron sheet metal with a matte brass finish, the Banana leaf Home Accents will add a hint of understated glamour to your table setting.</li>
<li>The Nadi Vase is an iron vase that's bound to spruce up every tabletop.</li>
</ul>",4700.0,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/3_550b78e0-6e81-4f08-b277-f97432a686d3.jpg?v=1747896932,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_d2577a5c-af8d-4f52-8d53-4c690edb9dfb.jpg?v=1747896932,tropics-decor-set
7352554029190,Tropical Oasis Set,"title: Tropical Oasis Set product_type: shop-bundle body_html: <ul>
<li>Add a touch of whimsy to your tables with the Tropical Oasis Set. The set comes with the Malabar Conical Mugs - set of 2 and the Oasis Bowls - set of 2.
</li>
<li>The Malabar Conical Mugs are hand-painted and are the perfect accompaniment to your everyday meals and morning tea time rituals.
</li>
<li>Generously proportioned and footed, the Oasis Bowls are perfect for everyday and for special occasions.</li>
</ul>",4950.0,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_6c72b01e-34cd-4849-b967-9910fb3b34a9.jpg?v=1742276822,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/2_13e40467-19af-403e-8c3b-b76b3518ae8d.jpg?v=1742276822,tropical-oasis-set
7538307694726,The Tab Top Set - Charcoal,"title: The Tab Top Set - Charcoal product_type: shop-bundle body_html: <ul>
<li>The Tab Top Set pairs the Tab Top with Ebb Joggers in deep charcoal, designed for simplicity with a modern edge.
</li>
<li>The top is crafted in bamboo seersucker with a small icon embroidery and pleat detailing at the centre back.
</li>
<li>The joggers match in textured seersucker, finished with fluorescent orange piping highlighting the coin pocket at the side.
</li>
<li>Together, the set balances clean lines, comfort, and a sharp pop of contrast.</li>
</ul>",9500.0,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_0668fd05-0fd6-479b-871c-d63042f58b5f.jpg?v=1770790622,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/2_d2b25dce-6b8f-409e-ab68-af359c8e16d9.jpg?v=1770790623,the-tab-top-set-charcoal
7394003976326,Orchard Sound Set,"title: Orchard Sound Set product_type: shop-bundle body_html: <ul>
<li>Chime into island time with the Orchard Sound Set, combining a breezy Pineapple Wind Chime and the melodic Anar Bell.
</li>
<li>Bring the sound of Myanmar into your home with the gorgeous Pineapple Wind Chime, crafted in sturdy iron and finished in gold.
</li>
<li>Crafted in iron with a matte gold finish, the Anar Bell hangs at the end of a looped rope and will sit perfectly at your main doorway</li>
</ul>",4550.0,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_168ccf99-1576-45c1-92dd-ca732ed2d6c0.jpg?v=1747641638,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/3_074fab74-cabc-40e9-b085-5c8fd965d8a0.jpg?v=1747641638,orchard-sound-set
7280930128006,The Gusset Set - Green,"title: The Gusset Set - Green product_type: shop-bundle body_html: <ul>
<li>A set of two of our signature styles, the Gusset Round Neck Kurta and Basic Pyjama in deep green, it's the perfect pair for celebrations big and small.
</li>
<li>The Gusset Round Neck Kurta makes a statement with its effortless fall and green hue. The full sleeves, round neck and gathers make this one a head-turner, all with twinkling details. Crafted in light cotton, dress this piece up or down for your everyday or celebrations alike.
</li>
<li>With a flared fit, neutral hue, and versatile design, the Basic Pyjamas are bound to become your go-to piece. Antique gold gota embellishes the hemline, while red thread faggoting accents both side seams.
</li>
<li>The deep green hue and design makes this an easy pick to wear from day to night, whether you’re wearing it to a party, wedding or for the festivities.</li>
</ul>",17850.0,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/NBI036101_1_dacb3c61-9ef3-4c9a-8e09-b8977cfa479a.jpg?v=1729076974,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/NBI036101_5_6ee8e9cf-b5fa-4d06-9cae-eebc068bbcf6.jpg?v=1729076974,the-gusset-set-green
7454817190022,The Kosi Kurta Set - Ivory,"title: The Kosi Kurta Set - Ivory product_type: shop-bundle body_html: <ul>
<li>A fuss-free set for celebrations or your everyday, a set in classic ivory that can be dressed up effortlessly. 
</li>
<li>The Kosi Kurta offers a crisp, clean silhouette in a timeless ivory. Delicate multi-sequin embroidery adorns the front and back yoke, adding a gentle shimmer inspired by traditional khaka patterns. A perfect blend of simplicity and subtle embellishment. Crafted from 100% cotton kora.
</li>
<li>Nicobar’s Classic Pyjamas pair well with your basics and are the definition of comfort in ivory, detailed with embroidery.</li>
</ul>",15000.0,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_6e9b94fe-43a9-4256-adf0-de6e6928b088.jpg?v=1757068120,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/3_6093831b-6447-4ae2-8449-da6950b52956.jpg?v=1757068120,the-kosi-kurta-set-ivory
7454816632966,The Panaji Set - Navy,"title: The Panaji Set - Navy product_type: shop-bundle body_html: <ul>
<li>The Panaji Top Set is a wardrobe essential with a touch of quiet romance. Its rich navy hue offers a sophisticated base, while subtle details elevate the silhouette.
</li>
<li>The Top is crafted from cotton linter, a natural byproduct of cottonseed oil production, Bemberg is a regenerated cellulose fibre that’s soft, breathable, and gentle on the skin. It’s biodegradable, compostable, and made using a closed-loop process that minimises waste, making it a thoughtful choice for you and the planet.
</li>
<li>Elevate your style effortlessly with the most versatile addition to your wardrobe - a pair of pants featuring a refined green and navy stripe print that brings quiet sophistication to everyday dressing.
</li>
</ul>",10450.0,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/1_f54dd872-be4f-4d9b-a0b3-d6a888596350.jpg?v=1757065883,https://cdn.shopify.com/s/files/1/0270/5129/4854/files/2_80b0de8b-f2e7-4eb3-bb4f-306ca60579c1.jpg?v=1757065883,the-panaji-set-navy
