,id,title,description,store,price,images__0__src,images__1__src,handle
0,7966714200182,Flow Free Sustainable Denim Jeans,"title: Flow Free Sustainable Denim Jeansproduct_type: BOTTOMSbody_html: <h4><strong>VALUES</strong></h4>
<div class=""row"">
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/Untitled-1_7f3fe08b-a115-4990-930b-669feffa8aac_compact.jpg?v=1555739758"" alt="""" width=""40"" height=""40""> Handcrafted </a></div>
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/organic_compact.jpg?v=1555749043"" alt="""" width=""40"" height=""40""> Organic </a></div>
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/fair_compact.jpg?v=1555749389"" alt="""" width=""40"" height=""40""> Fair </a></div>
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/minimal_waste_compact.jpg?v=1555749656"" alt="""" width=""40"" height=""40""> Minimal Waste </a></div>
</div>
<p> </p>",fn,8900.0,https://cdn.shopify.com/s/files/1/0740/6327/files/FlowFreeSustainableDenimJeans_2.png?v=1771570652,https://cdn.shopify.com/s/files/1/0740/6327/files/FlowFreeSustainableDenimJeans_1.png?v=1771570652,flow-free-sustainable-denim-jeans
1,7966439800950,Be Wild Handwoven Twill Pants,"title: Be Wild Handwoven Twill Pantsproduct_type: BOTTOMSbody_html: <h4><strong>VALUES</strong></h4>
<div class=""row"">
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/Untitled-1_7f3fe08b-a115-4990-930b-669feffa8aac_compact.jpg?v=1555739758"" alt="""" width=""40"" height=""40""> Handcrafted </a></div>
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/organic_compact.jpg?v=1555749043"" alt="""" width=""40"" height=""40""> Organic </a></div>
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/fair_compact.jpg?v=1555749389"" alt="""" width=""40"" height=""40""> Fair </a></div>
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/minimal_waste_compact.jpg?v=1555749656"" alt="""" width=""40"" height=""40""> Minimal Waste </a></div>
</div>
<p> </p>",fn,7600.0,https://cdn.shopify.com/s/files/1/0740/6327/files/BeWildHandwovenTwillTrousers_1.png?v=1771568684,https://cdn.shopify.com/s/files/1/0740/6327/files/BeWildHandwovenTwillTrousers_6.png?v=1771569022,be-wild-handwoven-twill-pants
2,7966437671030,By The Sea Organic Cotton Pants,"title: By The Sea Organic Cotton Pantsproduct_type: BOTTOMSbody_html: <h4><strong>VALUES</strong></h4>
<div class=""row"">
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/Untitled-1_7f3fe08b-a115-4990-930b-669feffa8aac_compact.jpg?v=1555739758"" alt="""" width=""40"" height=""40""> Handcrafted </a></div>
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/organic_compact.jpg?v=1555749043"" alt="""" width=""40"" height=""40""> Organic </a></div>
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/fair_compact.jpg?v=1555749389"" alt="""" width=""40"" height=""40""> Fair </a></div>
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/minimal_waste_compact.jpg?v=1555749656"" alt="""" width=""40"" height=""40""> Minimal Waste </a></div>
</div>
<p> </p>",fn,7600.0,https://cdn.shopify.com/s/files/1/0740/6327/files/ByTheSeaOrganicCottonTrousers_1.png?v=1771565084,https://cdn.shopify.com/s/files/1/0740/6327/files/ByTheSeaOrganicCottonTrousers_2.png?v=1771565081,by-the-sea-organic-cotton-trousers
3,7966423416950,Shore Side Organic Cotton Pants,"title: Shore Side Organic Cotton Pantsproduct_type: BOTTOMSbody_html: <h4><strong>VALUES</strong></h4>
<div class=""row"">
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/Untitled-1_7f3fe08b-a115-4990-930b-669feffa8aac_compact.jpg?v=1555739758"" alt="""" width=""40"" height=""40""> Handcrafted </a></div>
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/organic_compact.jpg?v=1555749043"" alt="""" width=""40"" height=""40""> Organic </a></div>
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/fair_compact.jpg?v=1555749389"" alt="""" width=""40"" height=""40""> Fair </a></div>
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/minimal_waste_compact.jpg?v=1555749656"" alt="""" width=""40"" height=""40""> Minimal Waste </a></div>
</div>
<p> </p>",fn,7900.0,https://cdn.shopify.com/s/files/1/0740/6327/files/ShoreSideOrganicCottonTrousers_1.png?v=1771564178,https://cdn.shopify.com/s/files/1/0740/6327/files/ShoreSideOrganicCottonTrousers_3.png?v=1771564178,shore-side-organic-cotton-trousers
4,7966409883766,The Slow Denim Bomber Jacket,"title: The Slow Denim Bomber Jacketproduct_type: JACKETSbody_html: <h4><strong>VALUES</strong></h4>
<div class=""row"">
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/Untitled-1_7f3fe08b-a115-4990-930b-669feffa8aac_compact.jpg?v=1555739758"" alt="""" width=""40"" height=""40""> Handcrafted </a></div>
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/organic_compact.jpg?v=1555749043"" alt="""" width=""40"" height=""40""> Organic </a></div>
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/fair_compact.jpg?v=1555749389"" alt="""" width=""40"" height=""40""> Fair </a></div>
<div class=""col-md-3 col-xs-12""><a style=""padding: 0px 0px 0px 12px; font-size: 15px;"" href=""https://www.ikkivi.com/pages/ikkivi-values"" target=""_blank""> <img style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;"" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/minimal_waste_compact.jpg?v=1555749656"" alt="""" width=""40"" height=""40""> Minimal Waste </a></div>
</div>",fn,11600.0,https://cdn.shopify.com/s/files/1/0740/6327/files/TheSlowSustainableDenimBomberJacket_15.png?v=1771563455,https://cdn.shopify.com/s/files/1/0740/6327/files/TheSlowSustainableDenimBomberJacket_2.png?v=1771563455,the-slow-denim-bomber-jacket
5,7965975249014,The Wave Sustainable Denim Shirt,"title: The Wave Sustainable Denim Shirtproduct_type: TOPSbody_html: <h4><strong>VALUES</strong></h4>
<div class=""row"">
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/Untitled-1_7f3fe08b-a115-4990-930b-669feffa8aac_compact.jpg?v=1555739758"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Handcrafted </a></div>
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/organic_compact.jpg?v=1555749043"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Organic </a></div>
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/fair_compact.jpg?v=1555749389"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Fair </a></div>
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/minimal_waste_compact.jpg?v=1555749656"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Minimal Waste </a></div>
</div>",fn,10000.0,https://cdn.shopify.com/s/files/1/0740/6327/files/TheWaveSustainableDenimShirt_12.png?v=1771500679,https://cdn.shopify.com/s/files/1/0740/6327/files/TheWaveSustainableDenimShirt_1.png?v=1771500679,the-wave-sustainable-denim-shirt
6,7965970890870,Call Of The Ocean Cotton Shirt,"title: Call Of The Ocean Cotton Shirtproduct_type: TOPSbody_html: <h4><strong>VALUES</strong></h4>
<div class=""row"">
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/Untitled-1_7f3fe08b-a115-4990-930b-669feffa8aac_compact.jpg?v=1555739758"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Handcrafted </a></div>
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/organic_compact.jpg?v=1555749043"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Organic </a></div>
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/fair_compact.jpg?v=1555749389"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Fair </a></div>
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/minimal_waste_compact.jpg?v=1555749656"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Minimal Waste </a></div>
</div>",fn,6900.0,https://cdn.shopify.com/s/files/1/0740/6327/files/CallOfTheOceanOrganicCottonShirt_1.png?v=1771498518,https://cdn.shopify.com/s/files/1/0740/6327/files/CallOfTheOceanOrganicCottonShirt_5.png?v=1771498652,call-of-the-ocean-cotton-shirt
7,7965969252470,Under The Palms Wrap Shirt,"title: Under The Palms Wrap Shirtproduct_type: TOPSbody_html: <h4><strong>VALUES</strong></h4>
<div class=""row"">
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/Untitled-1_7f3fe08b-a115-4990-930b-669feffa8aac_compact.jpg?v=1555739758"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Handcrafted </a></div>
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/organic_compact.jpg?v=1555749043"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Organic </a></div>
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/fair_compact.jpg?v=1555749389"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Fair </a></div>
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/minimal_waste_compact.jpg?v=1555749656"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Minimal Waste </a></div>
</div>",fn,8300.0,https://cdn.shopify.com/s/files/1/0740/6327/files/UnderThePalmsOrganicCottonWrapShirt_1.png?v=1771496427,https://cdn.shopify.com/s/files/1/0740/6327/files/UnderThePalmsOrganicCottonWrapShirt_13.png?v=1771496427,under-the-palms-wrap-shirt
8,7965965418614,Stillness Organic Cotton Wrap Shirt,"title: Stillness Organic Cotton Wrap Shirtproduct_type: TOPSbody_html: <h4><strong>VALUES</strong></h4>
<div class=""row"">
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/Untitled-1_7f3fe08b-a115-4990-930b-669feffa8aac_compact.jpg?v=1555739758"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Handcrafted </a></div>
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/organic_compact.jpg?v=1555749043"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Organic </a></div>
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/fair_compact.jpg?v=1555749389"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Fair </a></div>
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/minimal_waste_compact.jpg?v=1555749656"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Minimal Waste </a></div>
</div>",fn,9000.0,https://cdn.shopify.com/s/files/1/0740/6327/files/StillnessOrganicCottonWrapShirt_1_e042b846-e05b-4a94-8516-4cc1700f30d7.png?v=1771495007,https://cdn.shopify.com/s/files/1/0740/6327/files/StillnessOrganicCottonWrapShirt_16_94324501-2e6f-440e-b021-cfb43fd68d27.png?v=1771495150,stillness-organic-cotton-wrap-shirt
9,7965895786614,The Anchor Organic Cotton Shirt,"title: The Anchor Organic Cotton Shirtproduct_type: TOPSbody_html: <h4><strong>VALUES</strong></h4>
<div class=""row"">
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/Untitled-1_7f3fe08b-a115-4990-930b-669feffa8aac_compact.jpg?v=1555739758"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Handcrafted </a></div>
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/organic_compact.jpg?v=1555749043"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Organic </a></div>
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/fair_compact.jpg?v=1555749389"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Fair </a></div>
<div class=""col-md-3 col-xs-12""><a href=""https://www.ikkivi.com/pages/ikkivi-values"" style=""padding: 0px 0px 0px 12px; font-size: 15px;"" target=""_blank""> <img height=""40"" width=""40"" alt="""" src=""https://cdn.shopify.com/s/files/1/0740/6327/files/minimal_waste_compact.jpg?v=1555749656"" style=""position: relative; top: 15px; float: none; margin: 0px 0px 0px 0px;""> Minimal Waste </a></div>
</div>",fn,12600.0,https://cdn.shopify.com/s/files/1/0740/6327/files/TheAnchorOrganicCottonShirt_2.png?v=1771486690,https://cdn.shopify.com/s/files/1/0740/6327/files/TheAnchorOrganicCottonShirt_1.png?v=1771486690,the-anchor-organic-cotton-shirt
